id,loan_status,grade,loan_amnt,term,home_ownership,annual_inc,dti,delinq_2yrs,inq_last_6mths,total_acc
37547141,Charged Off,C,2500, 36 months,MORTGAGE,42000,11.29,2,2,22
37740146,Charged Off,C,10775, 60 months,MORTGAGE,100000,22.52,6,0,30
35176218,Charged Off,C,2200, 36 months,OWN,11500,22.129999,0,0,8
37610137,Charged Off,G,30300, 60 months,RENT,130000,8.5500002,0,5,41
37820124,Charged Off,D,6000, 36 months,MORTGAGE,37000,32.25,0,0,50
37257407,Charged Off,D,16450, 60 months,RENT,37500,22.75,0,1,14
37507115,Charged Off,D,10375, 36 months,RENT,48000,29.700001,0,0,31
36039426,Charged Off,C,4000, 36 months,RENT,55000,19.860001,0,0,24
36970326,Charged Off,D,2900, 36 months,RENT,27000,21.33,0,1,15
37437164,Charged Off,B,20000, 36 months,RENT,105000,15.17,0,1,25
37587147,Charged Off,B,25900, 60 months,MORTGAGE,113000,32.900002,0,0,55
37517131,Charged Off,E,17975, 60 months,RENT,45000,14.37,0,0,11
37577113,Charged Off,D,35000, 36 months,MORTGAGE,120000,19.41,0,2,37
37147951,Charged Off,D,15000, 60 months,MORTGAGE,35200,17.559999,0,0,12
37257962,Charged Off,D,26375, 60 months,MORTGAGE,112000,16.49,0,0,28
37457119,Charged Off,C,21225, 60 months,MORTGAGE,42500,8.9499998,0,0,17
37158133,Charged Off,G,35000, 60 months,MORTGAGE,155000,17.559999,1,1,33
37227797,Charged Off,C,12000, 60 months,RENT,60000,12.1,0,0,13
37177915,Charged Off,F,25350, 60 months,OWN,69000,22.75,0,1,21
37288014,Charged Off,E,19750, 36 months,RENT,96000,4.6500001,4,1,27
35988817,Charged Off,E,11400, 60 months,RENT,45000,35.57,0,0,23
37187958,Charged Off,E,10325, 36 months,RENT,40000,11.61,0,0,9
37148016,Charged Off,D,20000, 60 months,MORTGAGE,82000,27.65,2,0,23
37068505,Charged Off,D,12000, 60 months,RENT,105000,28.58,0,1,25
37197994,Charged Off,D,15000, 60 months,RENT,39000,9.1199999,0,0,6
37307910,Charged Off,C,7200, 36 months,RENT,34520,39.950001,0,0,35
37158078,Charged Off,C,5000, 36 months,OWN,18000,12.07,0,1,9
37297610,Charged Off,D,20000, 60 months,MORTGAGE,49000,24,1,0,26
37318008,Charged Off,E,12000, 60 months,RENT,65000,6.1900001,0,0,8
37097628,Charged Off,C,20000, 60 months,RENT,50000,21.860001,0,0,22
37207907,Charged Off,C,22000, 36 months,RENT,49000,27.48,0,1,22
37147453,Charged Off,D,19225, 60 months,RENT,42000,21.139999,0,0,16
37267156,Charged Off,D,15600, 60 months,RENT,46413,31.209999,1,0,28
36621460,Charged Off,F,16750, 60 months,RENT,70000,23.139999,0,0,18
37168027,Charged Off,E,8750, 36 months,RENT,22000,36.279999,0,2,36
37177942,Charged Off,C,24350, 60 months,RENT,92000,20.35,0,0,29
37147975,Charged Off,E,11250, 36 months,MORTGAGE,55000,28.85,0,2,37
37168034,Charged Off,D,17000, 60 months,RENT,44000,34.529999,0,1,25
37217925,Charged Off,C,30000, 36 months,MORTGAGE,85000,15.39,0,1,32
37127848,Charged Off,D,17425, 60 months,RENT,155000,5.29,0,1,34
36681342,Charged Off,B,15000, 60 months,RENT,43000,22.02,0,0,18
37267833,Charged Off,C,30000, 60 months,OWN,175000,16.74,0,0,29
37237883,Charged Off,C,15000, 60 months,MORTGAGE,65000,13.37,1,0,10
37287944,Charged Off,D,15000, 60 months,RENT,70000,31.92,0,1,23
37107935,Charged Off,E,8575, 36 months,RENT,27000,19.51,0,2,13
37297929,Charged Off,D,12000, 36 months,RENT,40038,13.84,0,1,21
37107990,Charged Off,D,8000, 36 months,MORTGAGE,110000,17.299999,0,2,54
37317960,Charged Off,B,10000, 36 months,RENT,50000,23.67,0,0,23
37127831,Charged Off,C,10000, 36 months,RENT,55000,31.280001,0,1,26
36241467,Charged Off,E,20000, 60 months,MORTGAGE,65000,9.1899996,0,1,16
37327456,Charged Off,C,20000, 60 months,OWN,75000,31.42,0,1,39
37317952,Charged Off,C,20000, 60 months,MORTGAGE,72000,20.98,1,0,28
37277959,Charged Off,F,26925, 60 months,MORTGAGE,65000,25.9,0,0,28
37227905,Charged Off,B,10000, 36 months,MORTGAGE,137000,12.25,0,0,41
37197950,Charged Off,C,7475, 36 months,RENT,22000,23.57,0,0,8
36490241,Charged Off,E,9550, 36 months,MORTGAGE,32000,25.58,3,1,37
37167947,Charged Off,D,4000, 36 months,RENT,55000,23.700001,0,0,29
37137974,Charged Off,C,24000, 60 months,RENT,70000,20.5,0,1,26
19105995,Charged Off,D,17000, 60 months,RENT,80000,26.33,0,0,40
37167810,Charged Off,B,11200, 60 months,RENT,65000,14.84,0,0,45
37317895,Charged Off,B,5000, 36 months,MORTGAGE,65000,22.450001,2,1,23
37167906,Charged Off,B,12000, 60 months,MORTGAGE,49500,23.559999,1,1,12
37287883,Charged Off,B,10400, 36 months,RENT,48000,6.3299999,0,1,20
37217860,Charged Off,B,12000, 36 months,RENT,46000,29.870001,0,0,26
37267779,Charged Off,E,35000, 36 months,MORTGAGE,124946,31.1,1,2,56
37127799,Charged Off,C,18000, 60 months,MORTGAGE,250000,20.309999,0,2,49
36480150,Charged Off,B,20000, 60 months,OWN,65000,16.4,0,1,13
37287872,Charged Off,D,35000, 60 months,MORTGAGE,160000,2.1199999,2,0,12
37087804,Charged Off,B,2500, 36 months,RENT,55000,24.459999,0,1,34
37327364,Charged Off,C,26400, 60 months,MORTGAGE,128000,17.309999,0,0,27
37287875,Charged Off,B,24000, 60 months,MORTGAGE,65000,15.36,0,0,21
37287868,Charged Off,B,6000, 36 months,RENT,41500,28.25,0,0,41
37217839,Charged Off,C,22950, 60 months,MORTGAGE,50000,18.6,0,0,22
37197662,Charged Off,E,35000, 36 months,MORTGAGE,98000,25.42,3,1,37
36231420,Charged Off,B,30700, 60 months,MORTGAGE,110000,18.860001,0,0,27
37177728,Charged Off,C,5600, 36 months,MORTGAGE,52000,15.58,1,0,26
36251199,Charged Off,C,30000, 60 months,MORTGAGE,66622,12.3,1,0,29
36783337,Charged Off,E,17000, 60 months,OWN,60000,22.299999,0,0,16
37137837,Charged Off,F,4875, 36 months,RENT,40300,34.919998,0,1,22
37277807,Charged Off,D,5800, 36 months,MORTGAGE,55000,8.4200001,0,3,24
36089564,Charged Off,D,5375, 36 months,RENT,42000,13.6,2,1,40
36701400,Charged Off,D,20000, 60 months,MORTGAGE,53000,11.96,0,0,13
37217758,Charged Off,D,25000, 60 months,RENT,90000,20.190001,4,1,26
37227784,Charged Off,C,12150, 60 months,RENT,45000,28.77,0,1,40
37237762,Charged Off,D,25000, 60 months,RENT,50000,27.27,0,0,21
36049257,Charged Off,A,25000, 36 months,RENT,110000,11.38,0,0,22
37197740,Charged Off,D,16000, 36 months,RENT,63500,22.09,0,1,24
37237698,Charged Off,B,12000, 60 months,RENT,80000,5.75,2,1,47
37277767,Charged Off,E,11350, 60 months,RENT,23000,5.6900001,0,3,10
37207694,Charged Off,E,35000, 60 months,MORTGAGE,120000,36.77,1,1,59
36108758,Charged Off,E,33950, 60 months,OWN,77250,23.379999,0,1,24
37187751,Charged Off,C,7200, 36 months,MORTGAGE,76000,10.25,0,2,17
37247711,Charged Off,D,29975, 60 months,RENT,60000,32.080002,0,2,22
37227767,Charged Off,B,12000, 60 months,RENT,45514,18.540001,0,1,42
36251128,Charged Off,B,20000, 60 months,RENT,85000,14.29,0,0,13
37297731,Charged Off,D,19725, 60 months,RENT,39577.859,27.530001,0,0,6
37097785,Charged Off,D,16000, 60 months,RENT,40000,33.900002,0,0,11
37127671,Charged Off,C,3500, 36 months,RENT,35000,11.87,0,0,6
37317777,Charged Off,E,10875, 60 months,RENT,40000,10.98,0,1,12
36201688,Charged Off,D,3875, 36 months,MORTGAGE,50000,11.07,0,0,7
35853142,Charged Off,B,14400, 60 months,MORTGAGE,118000,10.23,1,0,24
37117732,Charged Off,F,35000, 60 months,RENT,155099,23.82,3,2,56
37117720,Charged Off,C,23725, 60 months,MORTGAGE,57600,14.51,0,2,24
37117733,Charged Off,D,12000, 60 months,RENT,100000,19.690001,1,0,13
37227728,Charged Off,B,35000, 60 months,MORTGAGE,150000,20.98,0,1,78
37207624,Charged Off,E,26575, 60 months,MORTGAGE,84000,36.669998,0,0,29
37177601,Charged Off,D,12000, 60 months,RENT,43000,37.400002,1,0,40
37207638,Charged Off,D,20000, 60 months,MORTGAGE,52146,36.32,0,0,29
37097720,Charged Off,D,29850, 60 months,OWN,65000,23.84,0,0,27
37287729,Charged Off,D,2000, 36 months,RENT,18000,33.400002,2,1,33
37277722,Charged Off,B,3000, 36 months,MORTGAGE,62000,14.6,3,1,13
37207665,Charged Off,D,12500, 36 months,RENT,68000,7.9299998,0,0,9
37117701,Charged Off,D,35000, 36 months,MORTGAGE,120000,12.23,0,2,23
37117685,Charged Off,E,24000, 60 months,MORTGAGE,120000,17.450001,0,2,26
37317669,Charged Off,D,5600, 36 months,MORTGAGE,83300,3.3399999,1,4,47
37167652,Charged Off,E,20950, 60 months,RENT,50000,14.45,0,0,8
36098306,Charged Off,C,5975, 36 months,RENT,22000,31.1,0,1,7
37127610,Charged Off,C,8000, 36 months,MORTGAGE,68000,21.129999,2,0,26
37117696,Charged Off,C,15000, 36 months,RENT,60000,20.42,9,0,39
37247219,Charged Off,D,21000, 36 months,RENT,88000,30.809999,0,0,21
37317665,Charged Off,B,12000, 60 months,OWN,35000,16.940001,0,0,27
37147598,Charged Off,B,22400, 60 months,RENT,52000,27.93,0,1,36
37107649,Charged Off,D,13000, 60 months,RENT,60000,8.1999998,0,0,6
37237595,Charged Off,D,20000, 60 months,RENT,60000,9.96,0,2,11
36500672,Charged Off,E,32000, 60 months,MORTGAGE,100000,33.77,0,0,36
37097660,Charged Off,B,4800, 36 months,OWN,96000,27.6,0,1,24
37167599,Charged Off,A,12000, 36 months,MORTGAGE,56000,24.299999,0,0,34
37287600,Charged Off,C,17225, 36 months,RENT,48000,17.23,0,1,16
36420213,Charged Off,D,35000, 36 months,RENT,83000,25.139999,0,1,33
37277645,Charged Off,C,6400, 36 months,RENT,36500,16.74,0,0,9
37187632,Charged Off,B,16000, 60 months,MORTGAGE,144000,18.27,0,2,43
36370471,Charged Off,D,25000, 60 months,RENT,85000,19.129999,0,0,24
37287599,Charged Off,C,9600, 36 months,RENT,50400,12.88,1,1,27
37247574,Charged Off,B,19200, 60 months,MORTGAGE,70000,25.559999,0,0,34
37107642,Charged Off,B,20000, 60 months,MORTGAGE,105000,15.52,0,0,34
37097596,Charged Off,B,24000, 60 months,RENT,63000,13.11,0,1,23
37307557,Charged Off,E,16000, 60 months,RENT,40000,37.259998,0,0,20
37167483,Charged Off,F,9650, 36 months,OWN,60000,24.200001,0,0,40
37087511,Charged Off,D,10000, 60 months,RENT,54000,30.33,0,0,16
36890146,Charged Off,B,32000, 60 months,MORTGAGE,95000,17.370001,0,0,20
37157629,Charged Off,E,28100, 60 months,MORTGAGE,64000,20.91,0,0,13
37157624,Charged Off,E,28775, 60 months,OWN,60000,11.19,0,0,20
37127488,Charged Off,F,14975, 60 months,RENT,50076,39.860001,0,0,18
37097541,Charged Off,B,35000, 60 months,MORTGAGE,137955,15.5,0,0,31
37107524,Charged Off,E,16000, 60 months,MORTGAGE,78000,17.780001,1,0,36
37247479,Charged Off,C,20000, 60 months,RENT,80000,16.83,0,1,20
37087464,Charged Off,B,28000, 36 months,MORTGAGE,75000,27.950001,0,1,16
37087478,Charged Off,A,9600, 36 months,RENT,33000,8.1800003,0,1,11
37187515,Charged Off,C,9300, 36 months,RENT,50000,12.41,0,1,29
36733356,Charged Off,E,12000, 60 months,MORTGAGE,80000,13.79,4,1,28
37237456,Charged Off,B,6000, 36 months,RENT,22880,22.25,0,0,40
37147516,Charged Off,D,2000, 36 months,RENT,23500,14.86,0,2,7
37257508,Charged Off,B,10000, 36 months,RENT,66000,36.950001,0,0,22
37307533,Charged Off,A,12800, 36 months,RENT,120000,26.92,0,0,27
37247504,Charged Off,D,16700, 60 months,RENT,38000,7.9000001,0,3,38
35673845,Charged Off,C,10000, 60 months,OWN,40000,7.23,0,2,32
37217529,Charged Off,C,15600, 60 months,MORTGAGE,54000,21.33,0,0,32
36491213,Charged Off,C,12000, 36 months,RENT,64000,18.92,0,2,13
36089290,Charged Off,D,30000, 60 months,MORTGAGE,67500,29.629999,0,0,23
37021225,Charged Off,D,18900, 60 months,MORTGAGE,43000,14.82,1,0,36
37077351,Charged Off,E,18000, 60 months,MORTGAGE,68000,20.23,0,3,36
37227457,Charged Off,B,3500, 36 months,MORTGAGE,70000,19.27,0,0,24
37157507,Charged Off,C,30000, 36 months,RENT,73000,13.86,0,0,21
37277401,Charged Off,B,1200, 36 months,RENT,50500,25.620001,0,0,35
37137562,Charged Off,D,16000, 60 months,OWN,95000,21.41,0,0,16
37137515,Charged Off,E,10200, 36 months,RENT,34000,34.27,0,1,32
37197499,Charged Off,C,5000, 36 months,RENT,30000,16.84,0,1,14
37087403,Charged Off,C,30000, 60 months,MORTGAGE,71000,17.950001,0,0,24
36870370,Charged Off,C,14150, 60 months,MORTGAGE,33800,22.190001,0,0,28
37031364,Charged Off,D,9100, 36 months,MORTGAGE,100000,22.4,1,3,25
37207432,Charged Off,C,13150, 36 months,RENT,30000,34.720001,0,0,32
37097528,Charged Off,D,5000, 36 months,RENT,45000,19.41,2,0,16
36190230,Charged Off,D,20000, 36 months,MORTGAGE,70000,7.25,0,1,20
37197485,Charged Off,E,8075, 36 months,MORTGAGE,72436,32.189999,0,1,31
36351473,Charged Off,B,35000, 60 months,RENT,100000,19.17,0,1,47
37297462,Charged Off,C,15000, 36 months,RENT,69953,23.610001,1,0,38
37077507,Charged Off,A,9000, 36 months,MORTGAGE,208765,2.97,0,0,43
37217427,Charged Off,C,10000, 60 months,MORTGAGE,35000,23.15,0,2,19
37117462,Charged Off,D,14500, 36 months,RENT,43360,27.709999,0,0,20
37107392,Charged Off,B,3600, 36 months,OWN,40000,9.75,0,0,11
37137490,Charged Off,G,35000, 60 months,MORTGAGE,135000,13.16,1,3,34
35804040,Charged Off,B,12000, 36 months,MORTGAGE,74000,17.469999,0,1,37
37177373,Charged Off,E,10000, 60 months,OWN,180000,23.700001,0,4,65
37097468,Charged Off,C,4000, 36 months,RENT,26000,25.07,0,3,48
37097447,Charged Off,C,12000, 36 months,MORTGAGE,42000,26.889999,0,1,46
37147431,Charged Off,C,5000, 36 months,RENT,60000,30.940001,0,0,43
37227184,Charged Off,G,24375, 60 months,OWN,150000,11.15,0,5,9
37307404,Charged Off,C,25000, 60 months,MORTGAGE,90000,34.360001,1,0,31
36801180,Charged Off,C,16700, 36 months,MORTGAGE,35000,39.23,0,1,45
37097441,Charged Off,C,3500, 36 months,RENT,78804,25.99,0,0,13
37117466,Charged Off,C,20000, 60 months,RENT,50000,12.53,1,0,29
37197453,Charged Off,B,13000, 60 months,OWN,40100,19.370001,0,0,77
36753203,Charged Off,E,18525, 60 months,RENT,54500,20.85,0,1,20
37277350,Charged Off,C,10975, 60 months,MORTGAGE,25000,16.18,0,1,25
37157370,Charged Off,A,10000, 36 months,OWN,80000,13.19,4,0,20
36723167,Charged Off,C,7000, 36 months,MORTGAGE,25000,26.5,0,0,23
37107361,Charged Off,E,20000, 60 months,MORTGAGE,70000,30.02,2,2,50
35863706,Charged Off,D,5000, 36 months,RENT,49000,27.969999,0,0,19
37117389,Charged Off,D,22000, 60 months,RENT,65000,24.459999,0,0,29
37097401,Charged Off,C,18000, 60 months,MORTGAGE,53000,20.58,0,2,15
36301258,Charged Off,C,6400, 36 months,RENT,20000,26.17,0,1,20
37217336,Charged Off,A,13825, 36 months,RENT,33000,19.27,1,0,35
37107357,Charged Off,C,18300, 36 months,RENT,63500,30.200001,0,0,23
36799482,Charged Off,D,12250, 60 months,MORTGAGE,47176,5.1100001,2,0,13
36800880,Charged Off,B,15000, 36 months,RENT,47000,10.7,0,0,23
37307346,Charged Off,C,19900, 60 months,RENT,90000,11.3,0,0,21
36800174,Charged Off,C,20000, 36 months,OWN,70000,12.43,0,1,13
37197388,Charged Off,B,24000, 36 months,RENT,175000,11.84,0,0,18
36797768,Charged Off,D,17875, 60 months,RENT,47000,24.870001,0,1,17
37177283,Charged Off,D,19000, 60 months,MORTGAGE,59744,9.5600004,0,0,16
37077287,Charged Off,A,20800, 36 months,RENT,130000,9.8599997,0,1,8
37207268,Charged Off,A,10000, 36 months,MORTGAGE,75000,13.42,1,0,25
36798548,Charged Off,C,14000, 60 months,RENT,45000,17.200001,0,0,5
37187344,Charged Off,F,20600, 60 months,RENT,41300,32,0,1,24
37157284,Charged Off,C,20000, 60 months,MORTGAGE,76000,15.71,0,0,25
37287310,Charged Off,C,1000, 36 months,RENT,36340,13.97,0,1,17
37207271,Charged Off,D,16425, 60 months,MORTGAGE,55000,26.73,0,0,33
36179019,Charged Off,D,3000, 36 months,RENT,96000,24.139999,0,1,12
36641241,Charged Off,C,8050, 36 months,MORTGAGE,45000,19.92,0,1,16
37267265,Charged Off,D,10625, 60 months,MORTGAGE,36000,22.73,0,0,11
36920361,Charged Off,A,24000, 36 months,RENT,72000,26.75,0,3,25
36420382,Charged Off,A,21000, 36 months,OWN,125000,22.34,0,1,43
36381829,Charged Off,C,35000, 36 months,RENT,130000,23.58,1,0,25
37157273,Charged Off,E,20000, 60 months,MORTGAGE,50000,32.09,0,1,18
37267281,Charged Off,C,8000, 36 months,MORTGAGE,107000,23.24,0,0,44
37317309,Charged Off,B,13300, 36 months,MORTGAGE,58000,23.98,0,0,18
37287276,Charged Off,B,11000, 36 months,OWN,70000,22.73,0,0,32
37077297,Charged Off,C,8000, 36 months,MORTGAGE,40000,20.790001,0,3,19
37287334,Charged Off,C,3200, 36 months,OWN,70200,27.73,0,0,59
37167316,Charged Off,F,18350, 60 months,MORTGAGE,54115,21.530001,0,2,44
36089036,Charged Off,D,24000, 60 months,OWN,90936,25.75,1,0,37
37307320,Charged Off,C,5600, 36 months,MORTGAGE,115000,25.41,1,0,38
36300959,Charged Off,B,35000, 36 months,MORTGAGE,230000,14.33,0,1,23
37217305,Charged Off,C,35000, 60 months,MORTGAGE,400000,18.85,1,0,41
37167318,Charged Off,E,15000, 60 months,MORTGAGE,76400,12.3,0,0,21
36920333,Charged Off,E,10000, 60 months,RENT,28000,12.86,0,0,14
37207262,Charged Off,F,25000, 60 months,RENT,50000,21.24,1,0,30
37297282,Charged Off,E,20000, 60 months,RENT,80000,38.709999,0,2,19
37247260,Charged Off,B,35000, 36 months,OWN,140000,14.45,1,0,15
37267247,Charged Off,B,15000, 36 months,RENT,58000,31.059999,0,1,38
37277270,Charged Off,C,2800, 36 months,MORTGAGE,36000,35.029999,0,1,23
37287293,Charged Off,C,14000, 60 months,MORTGAGE,75000,20.66,0,1,46
37277202,Charged Off,B,10200, 60 months,MORTGAGE,77500,21.83,0,0,48
37167229,Charged Off,D,35000, 36 months,MORTGAGE,253000,11.97,2,4,77
37097295,Charged Off,D,13000, 60 months,MORTGAGE,65000,9.3400002,2,0,39
37197258,Charged Off,B,5000, 36 months,RENT,50000,12.58,0,1,5
36251202,Charged Off,C,12000, 60 months,MORTGAGE,48000,11.95,0,0,14
35723221,Charged Off,E,12000, 60 months,MORTGAGE,50000,16.059999,0,2,23
37117217,Charged Off,D,11200, 36 months,RENT,40000,21.48,0,1,14
37207213,Charged Off,D,5000, 36 months,RENT,26880,31.610001,0,0,28
36581198,Charged Off,A,5600, 36 months,RENT,94000,22.219999,0,0,15
37167214,Charged Off,A,13500, 36 months,MORTGAGE,200000,12.42,0,1,35
37157224,Charged Off,C,6000, 36 months,MORTGAGE,110000,15.9,0,3,31
37197296,Charged Off,D,11000, 60 months,RENT,37000,28.77,0,0,17
37267150,Charged Off,F,35000, 60 months,MORTGAGE,171000,4.1799998,1,0,19
37227241,Charged Off,C,24000, 60 months,RENT,75000,14.54,0,0,14
37287216,Charged Off,E,15000, 60 months,MORTGAGE,115000,19.559999,0,1,21
37097176,Charged Off,B,14400, 60 months,MORTGAGE,55000,25.860001,1,0,38
37187274,Charged Off,B,30000, 60 months,MORTGAGE,350000,8.4899998,0,0,46
37167153,Charged Off,D,8950, 36 months,MORTGAGE,30012,20.52,0,1,13
37097164,Charged Off,F,35000, 60 months,MORTGAGE,108000,19.98,0,0,19
37237139,Charged Off,D,10000, 60 months,RENT,54000,29.620001,0,0,15
37157201,Charged Off,D,35000, 36 months,OWN,480000,16.280001,0,1,21
36990160,Charged Off,D,27450, 60 months,MORTGAGE,67000,33.709999,0,2,41
36380663,Charged Off,E,20000, 60 months,MORTGAGE,55000,25.940001,0,4,29
37077200,Charged Off,D,20400, 60 months,RENT,74000,11.51,0,0,12
37147151,Charged Off,C,12000, 36 months,RENT,62500,14.04,0,1,22
36211403,Charged Off,B,21000, 60 months,MORTGAGE,110000,14.25,0,0,26
37137166,Charged Off,C,8000, 36 months,OWN,45000,21.889999,0,0,49
37157205,Charged Off,A,7000, 36 months,RENT,55000,8.7799997,0,0,18
37217148,Charged Off,D,20000, 36 months,MORTGAGE,65000,17.969999,2,1,29
37117124,Charged Off,B,10000, 36 months,RENT,130000,9.2700005,0,3,39
37137146,Charged Off,A,12800, 36 months,MORTGAGE,45000,25.23,0,1,40
35186664,Charged Off,E,15950, 60 months,RENT,38000,33.950001,0,0,47
36860384,Charged Off,D,20000, 60 months,RENT,55000,18.040001,0,1,24
36900389,Charged Off,E,22000, 60 months,RENT,55000,37.900002,0,0,36
37077114,Charged Off,B,28000, 60 months,MORTGAGE,93000,4.6999998,0,0,14
36808319,Charged Off,A,31000, 36 months,MORTGAGE,77000,14.5,0,0,36
36970347,Charged Off,C,12000, 60 months,MORTGAGE,40000,13.56,0,0,37
37041342,Charged Off,B,12000, 60 months,RENT,95625,5.25,1,0,20
36450338,Charged Off,C,11300, 60 months,RENT,38000,19.610001,0,0,27
36799318,Charged Off,C,7000, 36 months,RENT,40000,14.13,0,4,9
37051256,Charged Off,F,16000, 60 months,RENT,45000,28.16,0,1,10
36930339,Charged Off,C,5875, 36 months,MORTGAGE,30500,29.200001,0,0,25
37117115,Charged Off,A,15000, 36 months,OWN,107200,15.48,0,2,34
36540466,Charged Off,C,11000, 60 months,MORTGAGE,65000,10.03,1,0,30
36850367,Charged Off,D,5000, 36 months,MORTGAGE,54000,18.639999,1,2,22
36900164,Charged Off,D,19200, 60 months,MORTGAGE,150000,12.09,0,2,25
36940378,Charged Off,B,15000, 36 months,RENT,114000,8.79,0,2,50
37041307,Charged Off,D,7200, 36 months,RENT,18000,15.2,0,1,18
36980379,Charged Off,B,32000, 60 months,MORTGAGE,85000,4.0700002,0,0,25
36940200,Charged Off,A,10000, 36 months,MORTGAGE,104000,17.879999,0,0,12
36490730,Charged Off,E,20275, 60 months,RENT,63000,13.52,1,0,13
36783285,Charged Off,E,18000, 60 months,MORTGAGE,53000,25.23,1,0,27
37257114,Charged Off,C,9750, 36 months,RENT,84000,12.67,1,2,9
36980407,Charged Off,E,10000, 60 months,RENT,36000,17,0,0,14
36411523,Charged Off,B,3000, 36 months,OWN,40000,18.120001,0,1,19
37011225,Charged Off,F,12000, 60 months,MORTGAGE,38250,28.27,0,1,63
36970250,Charged Off,E,15000, 60 months,MORTGAGE,40000,28.379999,0,1,49
36860147,Charged Off,E,19250, 60 months,RENT,46000,20.52,0,1,30
36870348,Charged Off,B,8250, 36 months,RENT,25100,28.41,0,0,30
36850266,Charged Off,C,14400, 60 months,OWN,50000,17.33,0,1,29
36380333,Charged Off,B,28000, 60 months,MORTGAGE,77000,6.9699998,0,0,13
37041311,Charged Off,A,5500, 36 months,MORTGAGE,55000,17.07,3,1,47
36970268,Charged Off,B,25000, 60 months,MORTGAGE,107000,12.65,0,1,25
37000276,Charged Off,F,17225, 60 months,RENT,46100,37.360001,0,0,34
36840231,Charged Off,F,12000, 60 months,RENT,40000,28.59,1,4,33
